ID;Titre;Nom fichier;Type MIME;Largeur;Hauteur;Poids (Ko);Date upload;Alt;Legende;Description (extrait);Post parent ID;URL;Featured image de (post IDs);Utilise dans contenu (post IDs);Statut usage;Score Alt;Score Titre;Score Legende;Score Description;Score SEO /100;Verdict SEO;Action recommandee
2960;actions-groundhogg-la-marmotte-qui-va-vous-simplifier-la-vie;actions-plugin-groundhogg-crm-wordpress-michaelkihl.fr_.jpg;image/jpeg;753;876;80;2021-01-24;Actions Groundhogg;Groundhogg, la marmotte qui va vous simplifier la vie;Dites bonjour au moyen le plus simple de simplifier, consolider et automatiser vos ventes et votre marketing dans WordPress : Groundhogg.;2475;https://schoolswp.com/wp-content/uploads/2021/01/actions-plugin-groundhogg-crm-wordpress-michaelkihl.fr_.jpg;;2475;Actif (dans contenu);25;25;25;20;95;Excellent;OK
2953;Exemple-Groundhogg-la-marmotte-qui-va-vous-simplifier-la-vie-michaelkihl.fr;exemple-lead-magnet-funnels-groundhogg-michaelkihl.fr_.jpg;image/jpeg;1920;1401;392;2021-01-24;exemple d'un funnels sur Groundhogg;Groundhogg, la marmotte qui va vous simplifier la vie;Dites bonjour au moyen le plus simple de simplifier, consolider et automatiser vos ventes et votre marketing dans WordPress : Groundhogg.;2475;https://schoolswp.com/wp-content/uploads/2021/01/exemple-lead-magnet-funnels-groundhogg-michaelkihl.fr_.jpg;;2475;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2949;funnels-groundhogg-la-marmotte-qui-va-vous-simplifier-la-vie-michaelkihl.fr;funnels-groundhogg-michaelkihl.fr_.jpg;image/jpeg;1697;775;320;2021-01-24;Funnels Groundhogg, la marmotte qui va vous simplifier la vie;Dites bonjour au moyen le plus simple de simplifier, consolider et automatiser vos ventes et votre marketing dans WordPress : Groundhogg.;Dites bonjour au moyen le plus simple de simplifier, consolider et automatiser vos ventes et votre marketing dans WordPress : Groundhogg.;2475;https://schoolswp.com/wp-content/uploads/2021/01/funnels-groundhogg-michaelkihl.fr_.jpg;;2475;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2942;Groundhogg_logox300-with-tm;Groundhogg_logox300-with-tm.png;image/png;320;55;5;2021-01-24;logo plugin groundhogg;CMR puissant pour WordPress;CMR puissant pour WordPress;2475;https://schoolswp.com/wp-content/uploads/2021/01/Groundhogg_logox300-with-tm.png;;;Attache mais non utilise;25;25;20;15;85;Excellent;OK
2694;bb-dash-icon-04-activity.png;bb-dash-icon-04-activity-1.png;image/png;350;350;10;2021-01-17;a purple square with white lines on it;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-dash-icon-04-activity-1.png;;;ORPHELIN;30;25;0;0;55;A ameliorer;Verifier puis supprimer
2693;bb-dash-icon-04-activity.png;bb-dash-icon-04-activity.png;image/png;350;350;13;2021-01-17;a purple square with white lines on it;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-dash-icon-04-activity.png;;;ORPHELIN;30;0;0;0;30;Insuffisant;SUPPRIMER
2692;bb-dash-icon-03-members.png;bb-dash-icon-03-members.png;image/png;350;350;12;2021-01-17;a round orange and black circle with two people in the middle;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-dash-icon-03-members.png;;;ORPHELIN;30;0;0;0;30;Insuffisant;SUPPRIMER
2691;bb-dash-icon-02-forum.png;bb-dash-icon-02-forum-1.png;image/png;350;350;7;2021-01-17;a green chat bubbles in a black circle;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-dash-icon-02-forum-1.png;;;ORPHELIN;30;25;0;0;55;A ameliorer;Verifier puis supprimer
2690;bb-dash-icon-02-forum.png;bb-dash-icon-02-forum.png;image/png;350;350;9;2021-01-17;a green chat bubbles in a black circle;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-dash-icon-02-forum.png;;;ORPHELIN;30;0;0;0;30;Insuffisant;SUPPRIMER
2689;bb-dash-icon-01-courses.png;bb-dash-icon-01-courses-1.png;image/png;350;350;8;2021-01-17;a blue book with a mouse;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-dash-icon-01-courses-1.png;;;ORPHELIN;25;25;0;0;50;A ameliorer;Verifier puis supprimer
2688;bb-dash-icon-01-courses.png;bb-dash-icon-01-courses.png;image/png;350;350;10;2021-01-17;a blue book with a mouse;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-dash-icon-01-courses.png;;;ORPHELIN;25;0;0;0;25;Insuffisant;SUPPRIMER
2677;bb-hero-03.jpg;bb-hero-03-1.jpg;image/jpeg;1050;676;69;2021-01-17;a group of men looking at papers;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-hero-03-1.jpg;;;ORPHELIN;30;20;0;0;50;A ameliorer;Verifier puis supprimer
2676;bb-hero-03.jpg;bb-hero-03.jpg;image/jpeg;1050;676;69;2021-01-17;a group of men looking at papers;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-hero-03.jpg;;;ORPHELIN;30;0;0;0;30;Insuffisant;SUPPRIMER
2675;bb-header-logo-03.png;bb-header-logo-03-1.png;image/png;346;80;8;2021-01-17;a black and white logo;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-header-logo-03-1.png;;;ORPHELIN;25;25;0;0;50;A ameliorer;Verifier puis supprimer
2674;bb-header-logo-03.png;bb-header-logo-03.png;image/png;346;80;8;2021-01-17;a black and white logo;;;0;https://schoolswp.com/wp-content/uploads/2021/01/bb-header-logo-03.png;;;ORPHELIN;25;0;0;0;25;Insuffisant;SUPPRIMER
2224;googlelogo_color_272x92dp-michaelkihl.fr;googlelogo_color_272x92dp-michaelkihl.fr_.png;image/png;272;92;6;2021-01-03;logo Google;Logo Google;Logo Google;995;https://schoolswp.com/wp-content/uploads/2020/11/googlelogo_color_272x92dp-michaelkihl.fr_.png;;995;Actif (dans contenu);25;25;20;15;85;Excellent;OK
2213;logo_divi;logo_divi.png;image/png;400;400;36;2021-01-03;zoom sur le thème divi;logo officiel du thème divi pour Wordpress;logo officiel du thème divi pour Wordpress;898;https://schoolswp.com/wp-content/uploads/2020/11/logo_divi.png;;898;Actif (dans contenu);25;20;25;15;85;Excellent;OK
1466;page-accueil-fiverr-michaelkihl.fr;page-accueil-fiverr-michaelkihl.fr_.jpg;image/jpeg;1920;943;516;2020-11-30;Page d'accueil de la plateforme Fiverr;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;927;https://schoolswp.com/wp-content/uploads/2020/11/page-accueil-fiverr-michaelkihl.fr_.jpg;;927;Actif (dans contenu);30;25;25;20;100;Excellent;OK
1454;michaelkihl.fr-ce-quil-faut-savoir-sur-la-plateforme-5euros.com-twitter;ce-quil-faut-savoir-sur-la-plateforme-5euros.com-michaelkihl.fr-twitter.jpg;image/jpeg;1024;512;126;2020-11-29;Ce qu’il faut savoir sur la plateforme 5euros.com;Je vous dis tout ce que vous devez savoir sur la plateforme de microservices 5euros.com. Si vous avez envie de vous y inscrire, lisez d'abord ceci.;Je vous dis tout ce que vous devez savoir sur la plateforme de microservices 5euros.com. Si vous avez envie de vous y inscrire, lisez d'abord ceci.;924;https://schoolswp.com/wp-content/uploads/2020/10/ce-quil-faut-savoir-sur-la-plateforme-5euros.com-michaelkihl.fr-twitter.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1452;michaelkihl.fr-ce-quil-faut-savoir-sur-la-plateforme-5euros.com-instagram;ce-quil-faut-savoir-sur-la-plateforme-5euros.com-michaelkihl.fr_.jpeg;image/jpeg;1080;1080;171;2020-11-29;Ce qu’il faut savoir sur la plateforme 5euros.com;Je vous dis tout ce que vous devez savoir sur la plateforme de microservices 5euros.com. Si vous avez envie de vous y inscrire, lisez d'abord ceci.;Je vous dis tout ce que vous devez savoir sur la plateforme de microservices 5euros.com. Si vous avez envie de vous y inscrire, lisez d'abord ceci.;924;https://schoolswp.com/wp-content/uploads/2020/10/ce-quil-faut-savoir-sur-la-plateforme-5euros.com-michaelkihl.fr_.jpeg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1448;on-vous-dit-tout-sur-le-plugin-elementor-michaelkihl.fr-blog;on-vous-dit-tout-sur-le-plugin-elementor-michaelkihl.fr_-2.jpg;image/jpeg;1200;627;100;2020-11-29;On vous dit tout sur le plugin Elementor;Découvrez tout ce que vous devez savoir sur le plugin de création de pages Elementor. Tout ce que vous devez savoir sur ce plugin Wordpress.;Découvrez tout ce que vous devez savoir sur le plugin de création de pages Elementor. Tout ce que vous devez savoir sur ce plugin Wordpress.;895;https://schoolswp.com/wp-content/uploads/2020/11/on-vous-dit-tout-sur-le-plugin-elementor-michaelkihl.fr_-2.jpg;895;;Actif (featured image);30;25;25;20;100;Excellent;OK
1446;ce-quil-faut-savoir-sur-le-referencement-google-michaelkihl.fr-blog;ce-quil-faut-savoir-sur-le-referencement-google-michaelkihl.fr_-2.jpg;image/jpeg;1200;627;100;2020-11-29;Ce qu’il faut savoir sur le référencement Google;Je vous donne quelques informations importantes sur le référencement Google. Découvrez ce qui est important pour optimiser votre positionnement dans Google.;Je vous donne quelques informations importantes sur le référencement Google. Découvrez ce qui est important pour optimiser votre positionnement dans G;995;https://schoolswp.com/wp-content/uploads/2020/11/ce-quil-faut-savoir-sur-le-referencement-google-michaelkihl.fr_-2.jpg;995;;Actif (featured image);30;25;25;20;100;Excellent;OK
1445;quest-ce-que-le-plugin-Divi-BodyCommerce-michaelkihl.fr-twitter;quest-ce-que-le-plugin-divi-bodycommerce-twitter-michaelkihl.fr_.jpg;image/jpeg;1024;512;127;2020-11-29;Qu’est-ce que le plugin Divi BodyCommerce;Tout ce que vous avez besoin de savoir sur le plug-in Divi Bodycommerce. L'extension idéale pour modifier vos pages produit Woocommerce.;Tout ce que vous avez besoin de savoir sur le plug-in Divi Bodycommerce. L'extension idéale pour modifier vos pages produit Woocommerce.;755;https://schoolswp.com/wp-content/uploads/2020/09/quest-ce-que-le-plugin-divi-bodycommerce-twitter-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1443;quest-ce-que-le-plugin-Divi-BodyCommerce-michaelkihl.fr-instagram;quest-ce-que-le-plugin-divi-bodycommerce.jpg;image/jpeg;1080;1080;182;2020-11-29;Divi sur WordPress;Tout ce que vous avez besoin de savoir sur le plug-in Divi Bodycommerce. L'extension idéale pour modifier vos pages produit Woocommerce.;Tout ce que vous avez besoin de savoir sur le plug-in Divi Bodycommerce. L'extension idéale pour modifier vos pages produit Woocommerce.;755;https://schoolswp.com/wp-content/uploads/2020/09/quest-ce-que-le-plugin-divi-bodycommerce.jpg;;;Attache mais non utilise;25;25;25;20;95;Excellent;OK
1435;espace-membre.michaelkihl.fr-clickfunnels-peut-il-etre-utile-a-votre-business-blog;espace-membre.michaelkihl.fr-clickfunnels-peut-il-etre-utile-a-votre-business-1.jpg;image/jpeg;1200;627;134;2020-11-29;ClickFunnels peut-il être utile à votre business;ClickFunnels peut-il être utile à votre business;ClickFunnels peut-il être utile à votre business;631;https://schoolswp.com/wp-content/uploads/2020/07/espace-membre.michaelkihl.fr-clickfunnels-peut-il-etre-utile-a-votre-business-1.jpg;631, 1794972;;Actif (featured image);30;25;25;15;95;Excellent;OK
1433;Découvrez les fonctionnalités clés et les avantages de Systeme.io pour transformer votre marketing digital.;systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-blog-michaelkihl.fr_.jpg;image/jpeg;1200;627;138;2020-11-29;Maximisez votre stratégie marketing avec Systeme.io;Découvrez les fonctionnalités clés et les avantages de Systeme.io pour transformer votre marketing digital.;Cette image présente un aperçu du puissant outil marketing Systeme.io, mettant en avant son importance pour une stratégie marketing digitale efficace.;614;https://schoolswp.com/wp-content/uploads/2020/06/systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-blog-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1432;systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-instagram-michaelkihl.fr;systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-instagram-michaelkihl.fr_.jpg;image/jpeg;1080;1080;170;2020-11-29;Systeme.io : ce qu'il faut savoir sur cet outil marketing puissant;Systeme.io : ce qu'il faut savoir sur cet outil marketing puissant;Systeme.io : ce qu'il faut savoir sur cet outil marketing puissant;614;https://schoolswp.com/wp-content/uploads/2020/06/systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-instagram-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1431;systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-twitter-michaelkihl.fr;systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-twitter-michaelkihl.fr_.jpg;image/jpeg;1024;512;127;2020-11-29;Systeme.io : ce qu'il faut savoir sur cet outil marketing puissant;Systeme.io : ce qu'il faut savoir sur cet outil marketing puissant;Systeme.io : ce qu'il faut savoir sur cet outil marketing puissant;614;https://schoolswp.com/wp-content/uploads/2020/06/systemeio-ce-quil-faut-savoir-sur-cet-outil-marketing-puissant-twitter-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1423;6-façons-de-booster-votre-blog-wordpress-michaelkihl.fr;6-facons-de-booster-votre-blog-wordpress-michaelkihl.fr_-2.jpg;image/jpeg;1024;512;128;2020-11-25;6 Façons de Booster votre Blog WordPress;Découvrez 6 façons pour booster et promouvoir votre blog Wordpress. Des astuces et conseils pour attirer toujours plus de trafic sur votre blog WordPress.;Découvrez 6 façons pour booster et promouvoir votre blog Wordpress. Des astuces et conseils pour attirer toujours plus de trafic sur votre blog WordPr;624;https://schoolswp.com/wp-content/uploads/2020/06/6-facons-de-booster-votre-blog-wordpress-michaelkihl.fr_-2.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1422;6-façons-de-booster-votre-blog-wordpress-michaelkihl.fr;6-facons-de-booster-votre-blog-wordpress-michaelkihl.fr_-1.jpg;image/jpeg;1080;1080;172;2020-11-25;6 Façons de Booster votre Blog WordPress;Découvrez 6 façons pour booster et promouvoir votre blog Wordpress. Des astuces et conseils pour attirer toujours plus de trafic sur votre blog WordPress.;"This image shows a visual of WordPress. It illustrates the schoolsWP article ""6 Façons de Booster votre Blog WordPress"".";624;https://schoolswp.com/wp-content/uploads/2020/06/6-facons-de-booster-votre-blog-wordpress-michaelkihl.fr_-1.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1421;6-façons-de-booster-votre-blog-wordpress-michaelkihl.fr;6-facons-de-booster-votre-blog-wordpress-michaelkihl.fr_.jpg;image/jpeg;1200;627;136;2020-11-25;6 Façons de Booster votre Blog WordPress;Découvrez 6 façons pour booster et promouvoir votre blog Wordpress. Des astuces et conseils pour attirer toujours plus de trafic sur votre blog WordPress.;Découvrez 6 façons pour booster et promouvoir votre blog Wordpress. Des astuces et conseils pour attirer toujours plus de trafic sur votre blog WordPr;624;https://schoolswp.com/wp-content/uploads/2020/06/6-facons-de-booster-votre-blog-wordpress-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1312;divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-espace-membre.michaelkihl.fr;divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-michaelkihl.fr_-2.jpg;image/jpeg;1200;627;136;2020-11-24;Divi ToolBox, ce qu'il faut savoir sur ce plug in Wordpress;On vous dit tout ce que vous devez savoir sur le plugin Divi ToolBox. Améliorer votre site Wordpress avec un plugin puissant et complet;On vous dit tout ce que vous devez savoir sur le plugin Divi ToolBox. Améliorer votre site Wordpress avec un plugin puissant et complet;617;https://schoolswp.com/wp-content/uploads/2020/06/divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-michaelkihl.fr_-2.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1311;plugins-seo-wordpress-seopress-vs-yoast-michaelkihl.fr;plugins-seo-wordpress-seopress-vs-yoast-michaelkihl.fr_-2.jpg;image/jpeg;1200;627;106;2020-11-23;Plugins SEO WordPress : Seopress vs Yoast;Je compare pour vous deux plugins SEO Wordpress : Seopress et Yoast. Je vous dis tout sur deux plugins SEO WP remarquables.;Je compare pour vous deux plugins SEO Wordpress : Seopress et Yoast. Je vous dis tout sur deux plugins SEO WP remarquables.;983;https://schoolswp.com/wp-content/uploads/2020/10/plugins-seo-wordpress-seopress-vs-yoast-michaelkihl.fr_-2.jpg;983;;Actif (featured image);30;25;25;20;100;Excellent;OK
1310;plugins-seo-wordpress-seopress-vs-yoast-michaelkihl.fr;plugins-seo-wordpress-seopress-vs-yoast-michaelkihl.fr_-1.jpg;image/jpeg;1080;1080;175;2020-11-23;Plugins SEO WordPress : Seopress vs Yoast;Je compare pour vous deux plugins SEO Wordpress : Seopress et Yoast. Je vous dis tout sur deux plugins SEO WP remarquables.;Je compare pour vous deux plugins SEO Wordpress : Seopress et Yoast. Je vous dis tout sur deux plugins SEO WP remarquables.;983;https://schoolswp.com/wp-content/uploads/2020/10/plugins-seo-wordpress-seopress-vs-yoast-michaelkihl.fr_-1.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1309;pourquoi-utiliser-wordpress-multisite-michaelkihl.fr;pourquoi-utiliser-wordpress-multisite-espace-membre.michaelkihl.fr_-2.jpg;image/jpeg;1200;627;103;2020-11-23;Pourquoi utiliser Wordpress Multisite;Découvrez les bonnes raisons d'utiliser Wordpress Multisite. Vous saurez si cette fonctionnalité de Wordpress est faites pour vous.;Découvrez les bonnes raisons d'utiliser Wordpress Multisite. Vous saurez si cette fonctionnalité de Wordpress est faites pour vous.;933;https://schoolswp.com/wp-content/uploads/2020/11/pourquoi-utiliser-wordpress-multisite-espace-membre.michaelkihl.fr_-2.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1308;fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr;fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr_-2.jpg;image/jpeg;1200;627;128;2020-11-23;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;927;https://schoolswp.com/wp-content/uploads/2020/11/fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr_-2.jpg;927;;Actif (featured image);30;25;25;20;100;Excellent;OK
1307;Le plug in AliDropship en détails;le-plug-in-alidropship-en-details-michaelkihl.fr_-3.jpg;image/jpeg;1200;627;101;2020-11-23;Le plug in AliDropship en détails;Le plug-in AliDropship en détails où vous allez comprendre tout l'intérêt de ce plug-in pour faire de l'e-commerce sous Worpdress.;Le plug-in AliDropship en détails où vous allez comprendre tout l'intérêt de ce plug-in pour faire de l'e-commerce sous Worpdress.;634;https://schoolswp.com/wp-content/uploads/2020/07/le-plug-in-alidropship-en-details-michaelkihl.fr_-3.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1306;le-plug-in-alidropship-en-details-michaelkihl.fr;le-plug-in-alidropship-en-details-michaelkihl.fr_-2.jpg;image/jpeg;1024;512;131;2020-11-23;Le plug in AliDropship en détails;Le plug-in AliDropship en détails où vous allez comprendre tout l'intérêt de ce plug-in pour faire de l'e-commerce sous Worpdress.;Le plug-in AliDropship en détails où vous allez comprendre tout l'intérêt de ce plug-in pour faire de l'e-commerce sous Worpdress.;634;https://schoolswp.com/wp-content/uploads/2020/07/le-plug-in-alidropship-en-details-michaelkihl.fr_-2.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1305;le-plug-in-alidropship-en-details-michaelkihl.fr;le-plug-in-alidropship-en-details-michaelkihl.fr_-1.jpg;image/jpeg;1080;1080;166;2020-11-23;Le plug in AliDropship en détails;Le plug-in AliDropship en détails où vous allez comprendre tout l'intérêt de ce plug-in pour faire de l'e-commerce sous Worpdress.;Le plug-in AliDropship en détails où vous allez comprendre tout l'intérêt de ce plug-in pour faire de l'e-commerce sous Worpdress.;634;https://schoolswp.com/wp-content/uploads/2020/07/le-plug-in-alidropship-en-details-michaelkihl.fr_-1.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1289;divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-espace-membre.michaelkihl.fr;divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-michaelkihl.fr_-1.jpg;image/jpeg;1024;512;132;2020-11-17;Divi ToolBox, ce qu'il faut savoir sur ce plug in Wordpress;On vous dit tout ce que vous devez savoir sur le plugin Divi ToolBox. Améliorer votre site Wordpress avec un plugin puissant et complet;On vous dit tout ce que vous devez savoir sur le plugin Divi ToolBox. Améliorer votre site Wordpress avec un plugin puissant et complet;617;https://schoolswp.com/wp-content/uploads/2020/06/divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-michaelkihl.fr_-1.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1288;divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-michaelkihl.fr;divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-michaelkihl.fr_.jpg;image/jpeg;1080;1080;173;2020-11-17;Divi ToolBox, ce qu'il faut savoir sur ce plug in Wordpress;On vous dit tout ce que vous devez savoir sur le plugin Divi ToolBox. Améliorer votre site Wordpress avec un plugin puissant et complet;On vous dit tout ce que vous devez savoir sur le plugin Divi ToolBox. Améliorer votre site Wordpress avec un plugin puissant et complet;617;https://schoolswp.com/wp-content/uploads/2020/06/divi-toolbox-ce-quil-faut-savoir-sur-ce-plug-in-wordpress-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1225;presentation-du-plugin-cartflows-michaelkihl.fr;espace-membre.michaelkihl.fr-presentation-du-plugin-cartflows-1.jpg;image/jpeg;1024;512;130;2020-11-15;Présentation du plugin Cartflows;Présentation du plugin CartFlows pour la création de tunnels de vente à haute conversion sur Wordpress. CartFlows augmente tes ventes.;Présentation du plugin CartFlows pour la création de tunnels de vente à haute conversion sur Wordpress. CartFlows augmente tes ventes.;767;https://schoolswp.com/wp-content/uploads/2020/09/espace-membre.michaelkihl.fr-presentation-du-plugin-cartflows-1.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1224;presentation-du-plugin-cartflows-michaelkihl.fr;espace-membre.michaelkihl.fr-presentation-du-plugin-cartflows.jpg;image/jpeg;1080;1080;173;2020-11-15;Présentation du plugin CartFlows;Présentation du plugin CartFlows pour la création de tunnels de vente à haute conversion sur Wordpress. CartFlows augmente tes ventes.;Présentation du plugin CartFlows pour la création de tunnels de vente à haute conversion sur Wordpress. CartFlows augmente tes ventes.;767;https://schoolswp.com/wp-content/uploads/2020/09/espace-membre.michaelkihl.fr-presentation-du-plugin-cartflows.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1221;clickfunnels-peut-il-etre-utile-a-votre-business-twitter-michaelkihl.fr;espace-membre.michaelkihl.fr-clickfunnels-peut-il-etre-utile-a-votre-business.jpg;image/jpeg;1024;512;131;2020-11-15;ClickFunnels peut-il être utile à votre business;Vous vous demandez si l'outil marketing ClickFunnels est un bon choix pour votre entreprise ? Je vous dis si ClickFunnels en vaut vraiment la peine.;Vous vous demandez si l'outil marketing ClickFunnels est un bon choix pour votre entreprise ? Je vous dis si ClickFunnels en vaut vraiment la peine.;631;https://schoolswp.com/wp-content/uploads/2020/07/espace-membre.michaelkihl.fr-clickfunnels-peut-il-etre-utile-a-votre-business.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1219;clickfunnels-peut-il-etre-utile-a-votre-business-michaelkihl.fr-instagram;clickfunnels-peut-il-etre-utile-a-votre-business-michaelkihl.fr_.jpg;image/jpeg;1080;1080;168;2020-11-15;ClickFunnels peut-il être utile à votre business;Vous vous demandez si l'outil marketing ClickFunnels est un bon choix pour votre entreprise ? Je vous dis si ClickFunnels en vaut vraiment la peine.;Vous vous demandez si l'outil marketing ClickFunnels est un bon choix pour votre entreprise ? Je vous dis si ClickFunnels en vaut vraiment la peine.;631;https://schoolswp.com/wp-content/uploads/2020/07/clickfunnels-peut-il-etre-utile-a-votre-business-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1212;fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr;fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr_-1.jpg;image/jpeg;1024;512;136;2020-11-15;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;927;https://schoolswp.com/wp-content/uploads/2020/11/fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr_-1.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1211;fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr;fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr_.jpg;image/jpeg;1080;1080;168;2020-11-15;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;Fiverr, zoom sur la plateforme qui permet de trouver des freelances;927;https://schoolswp.com/wp-content/uploads/2020/11/fiverr-zoom-sur-la-plateforme-qui-permet-de-trouver-des-freelances-michaelkihl.fr_.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
1177;logo-alidropship-michaelkihl.fr;logo.png;image/png;1080;156;13;2020-11-08;logo plugin wordpress AliDropShip ecommerce;Logo du célèbre plugin de dropshipping Alidropship pour Wordpress;Logo du célèbre plugin de dropshipping Alidropship pour Wordpress;634;https://schoolswp.com/wp-content/uploads/2020/07/logo.png;;634;Actif (dans contenu);30;25;25;20;100;Excellent;OK
1165;logo-fiverr-michaelkihl.fr;logo-fiverr-michaelkihl.fr_.jpg;image/jpeg;1000;401;49;2020-11-07;logo-fiverr-michaelkihl.fr;logo Fiverr;Découvrez la plateforme Fiverr, un site qui met en relation freelances et clients. On vous dit tout sur cette plateforme américaine de services en lig;927;https://schoolswp.com/wp-content/uploads/2020/11/logo-fiverr-michaelkihl.fr_.jpg;;927;Actif (dans contenu);25;25;20;20;90;Excellent;OK
1137;pourquoi-utiliser-wordpress-multisite-michaelkihl.fr;pourquoi-utiliser-wordpress-multisite-espace-membre.michaelkihl.fr_-1.jpg;image/jpeg;1024;512;138;2020-11-07;Pourquoi utiliser Wordpress Multisite;Découvrez les bonnes raisons d'utiliser Wordpress Multisite. Vous saurez si cette fonctionnalité de Wordpress est faites pour vous.;Découvrez les bonnes raisons d'utiliser Wordpress Multisite. Vous saurez si cette fonctionnalité de Wordpress est faites pour vous.;933;https://schoolswp.com/wp-content/uploads/2020/11/pourquoi-utiliser-wordpress-multisite-espace-membre.michaelkihl.fr_-1.jpg;;;Attache mais non utilise;30;25;25;20;100;Excellent;OK
